district,name,code,type,address,website,cy,cx,tel,fax,V,H,MCP,EB,LD,A,O,ND,note
臺北市,市立西松高級中學,313301,普通科,10586 臺北市松山區健康路 325 巷 7 號,http://www.hssh.tp.edu.tw/,25.055666,121.567135,(02)2528-6618,(02)2766-1724,1,1,1,2,5,4,1,0,
臺北市,市立中崙高級中學,313302,普通科,10561 臺北市松山區八德路四段 101 號,http://www.zlsh.tp.edu.tw/,25.049118,121.561082,(02)2753-5316,(02)2528-6362,1,1,1,2,5,4,1,0,
臺北市,市立松山高級中學,323301,普通科,11070 臺北市信義區基隆路一段 156 號,http://www.sssh.tp.edu.tw/,25.043811,121.565561,(02)2753-5968,(02)8787-6960,3,1,1,2,5,6,1,0,
臺北市,市立永春高級中學,323302,普通科,11080 臺北市信義區松山路 654 號,http://www.ycsh.tp.edu.tw,25.032786,121.578117,(02)2727-2983,(02)2727-4264,1,1,2,3,5,6,1,0,
臺北市,私立延平高級中學,331301,普通科,10675 臺北市大安區建國南路一段 275 號,http://www.yphs.tp.edu.tw/,25.036608,121.538329,(02)2707-1478,(02)2704-6831,1,1,1,1,2,1,1,0,
臺北市,私立復興實驗高級中學,331304,普通科,10688 臺北市大安區敦化南路一段 262 號,http://www.fhjh.tp.edu.tw/,25.039705,121.548327,(02)2771-5859,(02)2776-3658,0,1,1,1,0,1,0,0,
臺北市,市立和平高級中學,333301,普通科,10658 臺北市大安區臥龍街 100 號,http://www.hpsh.tp.edu.tw/,25.019919,121.549094,(02)2732-4300,(02)2738-9621,1,1,1,2,5,4,1,0,
臺北市,市立中山女子高級中學,343301,普通科（女）,10490 臺北市中山區長安東路二段 141 號,http://web.csghs.tp.edu.tw/,25.048777,121.537087,(02)2507-3148,(02)2503-4549,1,1,2,3,5,6,1,0,
臺北市,市立大同高級中學,343302,普通科,10485 臺北市中山區長春路 167 號,http://www.ttsh.tp.edu.tw/,25.055265,121.535201,(02)2505-4269,(02)2502-3782,1,1,2,3,5,6,1,0,
臺北市,市立大直高級中學,343303,普通科,10462 臺北市中山區北安路 420 號,http://web.dcsh.tp.edu.tw/,25.079093,121.543343,(02)2533-4017,(02)2533-8262,1,1,1,2,5,4,1,0,
臺北市,市立建國高級中學,353301,普通科（男）,10066 臺北市中正區南海路 56 號,http://www.ck.tp.edu.tw/,25.031394,121.51216,(02)2303-4381,(02)2304-6215,1,1,2,3,5,7,1,0,
臺北市,市立成功高級中學,353302,普通科（男）,10051 臺北市中正區濟南路一段 71 號,http://www.cksh.tp.edu.tw/,25.043108,121.523754,(02)2321-6256,(02)2321-1504,1,1,2,3,5,7,1,0,
臺北市,市立第一女子高級中學,353303,普通科（女）,10045 臺北市中正區重慶南路一段 165 號,http://web.fg.tp.edu.tw/,25.038462,121.513832,(02)2382-0484,(02)2389-8568,1,1,2,3,5,6,1,0,
臺北市,私立靜修女子高級中學,353303,普通科（女）,10359 臺北市大同區寧夏路 59 號,http://www.bish.tp.edu.tw/,25.058261,121.515571,(02)2557-4345,(02)2557-5047,1,1,1,0,0,2,1,0,
臺北市,私立靜修女子高級中學,361301,綜合高中（女）,10359 臺北市大同區寧夏路 59 號,http://www.bish.tp.edu.tw/,25.058261,121.515571,(02)2557-4345,(02)2557-5047,0,0,0,1,2,1,0,0,
臺北市,市立明倫高級中學,363301,普通科,10367 臺北市大同區承德路三段 336 號,http://newweb.mlsh.tp.edu.tw/,25.076499,121.519349,(02)2382-0484,(02)2389-8568,1,1,2,3,5,6,1,0,該校自 105 學年度起連續 3 年實施整校之重大工程。
臺北市,市立成淵高級中學,363302,普通科,10364 臺北市大同區承德路二段 235 號,http://www.cyhs.tp.edu.tw/,25.06161,121.518574,(02)2553-1969,(02)2553-0639,1,1,1,2,5,4,1,0,
臺北市,市私立立人高級中學,371301,普通科,10853 臺北市萬華區桂林路 171 號,http://www.lrsh.tp.edu.tw/,25.039003,121.496616,(02)2311-3423,(02)2302-4922,0,0,1,0,0,1,0,0,
臺北市,市立華江高級中學,373301,普通科,10864 臺北市萬華區日善里西藏路 213 號,http://www.hcsh.tp.edu.tw/,25.02826,121.497125,(02)2301-9946,(02)2332-4647,1,1,2,3,5,6,1,0,
臺北市,市立大理高級中學,373302,綜合高中,10858 臺北市萬華區長順街 2 號,http://www.tlsh.tp.edu.tw/,25.031066,121.491194,(02)2302-6959,(02)2304-2851,1,1,1,2,5,4,1,0,
臺北市,私立東山高級中學,381301,普通科,11666 臺北市文山區老泉里老泉街 26 巷 3 號,http://www.tshs.tp.edu.tw/,24.973255,121.561656,(02)2936-9595,(02)2939-2672,1,1,1,1,2,3,1,0,
臺北市,私立再興高級中學,381304,普通科,11649 臺北市文山區興隆路四段 2 號,http://www.thsh.tp.edu.tw/,24.990798,121.558407,(02)2936-6803,(02)2936-0674,1,1,1,1,0,1,1,0,
臺北市,市立景美女子高級中學 ,383301,普通科（女）,11660 臺北市文山區木新路三段 312 號,http://www.cmgsh.tp.edu.tw/,24.981087,121.556164,(02)2936-8847,(02)2937-6801,1,1,2,3,5,6,1,0,
臺北市,市立萬芳高級中學,383302,普通科,11696 臺北市文山區興隆路 3 段 115 巷 1 號,http://www.wfsh.tp.edu.tw/,25.000907,121.558892,(02)2230-9585,(02)2239-1751,1,1,1,2,5,4,1,0,
臺北市,市立南港高級中學,393301,普通科,11551 臺北市南港區向陽路 21 號,http://www.nksh.tp.edu.tw/,25.052469,121.59501,(02)2783-7863,(02)2654-6870,1,1,1,2,5,4,1,0,
臺北市,市立育成高級中學,393302,普通科,11560 臺北市南港區重陽路 366 號,http://www.yucsh.tp.edu.tw/,25.05835,121.608802,(02)2653-0475,(02)2782-2630,1,1,2,3,5,6,1,0,
臺北市,私立方濟高級中學,401302,普通科,11460 臺北市內湖區成功路三段 61 號,http://www.sfh.tp.edu.tw/,25.077409,121.591002,(02)2791-0278,(02)2790-9537,1,1,0,1,1,1,0,0,
臺北市,私立達人女子高級中學,401303,普通科（女）,11464 臺北市內湖路二段 314 號,http://www.trgsh.tp.edu.tw/,25.08147,121.587606,(02)2795-6899,(02)2794-2063,0,1,0,1,1,0,0,0,
臺北市,市立內湖高級中學,403301,普通科,11475 臺北市內湖區文德路 218 號,http://www.nhsh.tp.edu.tw/,25.07871,121.586598,(02)2797-7035,(02)2799-1799,1,1,2,3,5,6,1,0,
臺北市,市立麗山高級中學,403302,普通科,11452 臺北市內湖區環山路二段 100 號,http://www.lssh.tp.edu.tw/,25.085436,121.578059,(02)2657-0435,(02)8751-5841,1,1,1,2,5,4,1,0,
臺北市,市立南湖高級中學,403303,普通科,11486 臺北市內湖區康寧路三段 220 號,http://www.nhush.tp.edu.tw/,25.06691,121.61067,(02)2630-8889,(02)2630-7186,1,1,1,2,5,4,1,0,
臺北市,私立衛理女子高級中學,411302,普通科（女）,11143 臺北市士林區至善路二段 321 號,http://www.wlgsh.tp.edu.tw/,25.101869,121.552398,(02)2841-1487#112,(02)2841-3025,1,1,0,1,1,1,0,0,本校為全體住校學校，學生於住宿期間須具備基本自理能力。
臺北市,私立華興高級中學,411303,普通科,11149 臺北市士林區仰德大道一段 101 號,http://www.hhhs.tp.edu.tw/,25.106293,121.53808,(02)2831-6834,(02)2831-0654,0,0,0,1,0,1,0,0,
臺北市,市立陽明高級中學,413301,普通科,11165 臺北市士林區中正路 510 號,http://www.ymsh.tp.edu.tw/,25.092556,121.51715,(02)2831-6675,(02)2834-3036,1,1,1,2,5,4,1,0,
臺北市,市立百齡高級中學,413302,普通科,11167 臺北市士林區承德路四段 177 號,http://www.blsh.tp.edu.tw/,25.087274,121.522991,(02)2883-1568,(02)2883-2945,1,1,1,2,5,4,1,0,
臺北市,私立薇閣高級中學,421301,普通科,11254 臺北市北投區珠海路 50 號,http://www.wghs.tp.edu.tw/,25.143874,121.501767,(02)2891-3630,(02)2895-5440,0,1,1,1,1,1,1,0,
臺北市,市立中正高級中學,423302,普通科,11287 臺北市北投區文林北路 77 號,http://www.ccsh.tp.edu.tw/,25.104406,121.51661,(02)2823-4811,(02)2820-5927,1,1,2,3,5,6,1,0,
臺北市,私立文德女中高級中學,401301,普通科（女）,11416 臺北市內湖區成功路三段 70 號,http://www.sfgsh.tp.edu.tw/,25.077952,121.58964,(02)2790-4570,(02)2792-4457,1,0,1,0,0,0,0,0,
臺北市,私立文德女中高級中學,401301,照顧服務科（女）,11416 臺北市內湖區成功路三段 70 號,http://www.sfgsh.tp.edu.tw/,25.077952,121.58964,(02)2790-4570,(02)2792-4457,0,1,0,0,1,1,0,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,幼兒保育科,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,0,0,0,1,3,1,0,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,觀光事業科,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,0,0,2,0,2,1,0,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,時尚造型科,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,0,0,0,1,4,2,0,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,時尚模特兒科,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,0,0,0,1,2,1,0,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,商業經營科,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,1,1,0,0,2,1,0,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,資料處理科,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,0,0,0,0,3,2,0,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,多媒體設計科,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,0,0,0,0,2,0,0,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,應用外語科（英文組）,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,0,0,0,0,2,1,0,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,應用外語科（日文組）,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,0,0,0,0,2,1,0,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,餐飲管理科,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,0,0,0,0,6,0,0,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,廣告設計科,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,0,0,0,0,2,1,1,0,
臺北市,私立育達高級商業家事職業學校（日間部）,311401,表演藝術科,10553 臺北市寧安街 12 號,http://www.yudah.tp.edu.tw/,25.049981,121.554417,(02)2570-6767,(02)2579-4109,0,0,0,0,3,1,0,0,
臺北市,私立協和祐德高級中學,321399,美工科,11082 臺北市信義區忠孝東路五段 790 巷 27 號,http://www.hhvs.tp.edu.tw/,25.042439,121.583526,(02)2726-3131,(02)2726-6688,0,0,0,0,1,1,1,0,
臺北市,私立協和祐德高級中學,321399,廣告設計科,11082 臺北市信義區忠孝東路五段 790 巷 27 號,http://www.hhvs.tp.edu.tw/,25.042439,121.583526,(02)2726-3131,(02)2726-6688,0,1,0,0,1,1,0,0,
臺北市,私立協和祐德高級中學,321399,應用外語科（英文組）,11082 臺北市信義區忠孝東路五段 790 巷 27 號,http://www.hhvs.tp.edu.tw/,25.042439,121.583526,(02)2726-3131,(02)2726-6688,0,0,1,0,1,1,0,0,
臺北市,私立協和祐德高級中學,321399,應用外語科（日文組）,11082 臺北市信義區忠孝東路五段 790 巷 27 號,http://www.hhvs.tp.edu.tw/,25.042439,121.583526,(02)2726-3131,(02)2726-6688,0,0,1,0,1,1,0,0,
臺北市,私立協和祐德高級中學,321399,多媒體設計科,11082 臺北市信義區忠孝東路五段 790 巷 27 號,http://www.hhvs.tp.edu.tw/,25.042439,121.583526,(02)2726-3131,(02)2726-6688,1,0,0,0,1,0,0,0,
臺北市,私立協和祐德高級中學,321399,資訊科,11082 臺北市信義區忠孝東路五段 790 巷 27 號,http://www.hhvs.tp.edu.tw/,25.042439,121.583526,(02)2726-3131,(02)2726-6688,0,0,0,1,1,0,0,0,
臺北市,私立協和祐德高級中學,321399,電機科,11082 臺北市信義區忠孝東路五段 790 巷 27 號,http://www.hhvs.tp.edu.tw/,25.042439,121.583526,(02)2726-3131,(02)2726-6688,0,0,0,1,2,0,0,0,
臺北市,私立協和祐德高級中學,321399,汽車科,11082 臺北市信義區忠孝東路五段 790 巷 27 號,http://www.hhvs.tp.edu.tw/,25.042439,121.583526,(02)2726-3131,(02)2726-6688,0,0,0,0,8,4,0,0,
臺北市,私立協和祐德高級中學,321399,觀光科,11082 臺北市信義區忠孝東路五段 790 巷 27 號,http://www.hhvs.tp.edu.tw/,25.042439,121.583526,(02)2726-3131,(02)2726-6688,0,0,0,0,1,1,0,0,
臺北市,私立協和祐德高級中學,321399,航空電子科,11082 臺北市信義區忠孝東路五段 790 巷 27 號,http://www.hhvs.tp.edu.tw/,25.042439,121.583526,(02)2726-3131,(02)2726-6688,0,0,0,1,1,0,0,0,
臺北市,市立松山高級商業家事職業學校（日間部）,323401,商業經營科,11080 臺北市信義區松山路 655 號,http://www.ssvs.tp.edu.tw/,25.035683,121.580586,(02)2726-1118,(02)2759-3847,1,1,0,1,7,2,0,0,
臺北市,市立松山高級商業家事職業學校（日間部）,323401,會計事務科,11080 臺北市信義區松山路 655 號,http://www.ssvs.tp.edu.tw/,25.035683,121.580586,(02)2726-1118,(02)2759-3847,1,0,0,0,1,1,1,0,
臺北市,市立松山高級商業家事職業學校（日間部）,323401,國際貿易科,11080 臺北市信義區松山路 655 號,http://www.ssvs.tp.edu.tw/,25.035683,121.580586,(02)2726-1118,(02)2759-3847,0,0,1,0,4,3,0,0,
臺北市,市立松山高級商業家事職業學校（日間部）,323401,資料處理科,11080 臺北市信義區松山路 655 號,http://www.ssvs.tp.edu.tw/,25.035683,121.580586,(02)2726-1118,(02)2759-3847,0,0,0,0,2,0,0,0,
臺北市,市立松山高級商業家事職業學校（日間部）,323401,廣告設計科,11080 臺北市信義區松山路 655 號,http://www.ssvs.tp.edu.tw/,25.035683,121.580586,(02)2726-1118,(02)2759-3847,0,0,0,1,1,3,0,0,
臺北市,市立松山高級商業家事職業學校（日間部）,323401,室內設計科,11080 臺北市信義區松山路 655 號,http://www.ssvs.tp.edu.tw/,25.035683,121.580586,(02)2726-1118,(02)2759-3847,0,0,0,0,2,0,0,0,
臺北市,市立松山高級商業家事職業學校（日間部）,323401,應用外語科（英文組）,11080 臺北市信義區松山路 655 號,http://www.ssvs.tp.edu.tw/,25.035683,121.580586,(02)2726-1118,(02)2759-3847,1,0,0,0,3,2,0,0,
臺北市,市立松山高級工農職業學校（日間部）,323402,綜合高中,11060 臺北市信義區忠孝東路 5 段 236 巷 15 號,http://www.saihs.edu.tw/,25.040274,121.572333,(02)2722-6616#221,(02)2758-1747,1,0,2,0,6,2,0,0,
臺北市,市立松山高級工農職業學校（日間部）,323402,園藝科,11060 臺北市信義區忠孝東路 5 段 236 巷 15 號,http://www.saihs.edu.tw/,25.040274,121.572333,(02)2722-6616#221,(02)2758-1747,0,1,0,0,2,1,0,0,
臺北市,市立松山高級工農職業學校（日間部）,323402,食品加工科,11060 臺北市信義區忠孝東路 5 段 236 巷 15 號,http://www.saihs.edu.tw/,25.040274,121.572333,(02)2722-6616#221,(02)2758-1747,0,0,0,1,4,1,0,0,
臺北市,市立松山高級工農職業學校（日間部）,323402,資訊科,11060 臺北市信義區忠孝東路 5 段 236 巷 15 號,http://www.saihs.edu.tw/,25.040274,121.572333,(02)2722-6616#221,(02)2758-1747,0,0,0,1,4,1,0,0,
臺北市,市立松山高級工農職業學校（日間部）,323402,電子科,11060 臺北市信義區忠孝東路 5 段 236 巷 15 號,http://www.saihs.edu.tw/,25.040274,121.572333,(02)2722-6616#221,(02)2758-1747,0,0,0,1,2,1,0,0,
臺北市,市立松山高級工農職業學校（日間部）,323402,電機科,11060 臺北市信義區忠孝東路 5 段 236 巷 15 號,http://www.saihs.edu.tw/,25.040274,121.572333,(02)2722-6616#221,(02)2758-1747,0,0,0,0,2,2,0,0,
臺北市,市立松山高級工農職業學校（日間部）,323402,機械科,11060 臺北市信義區忠孝東路 5 段 236 巷 15 號,http://www.saihs.edu.tw/,25.040274,121.572333,(02)2722-6616#221,(02)2758-1747,0,0,0,0,2,1,0,0,
臺北市,市立松山高級工農職業學校（日間部）,323402,汽車科,11060 臺北市信義區忠孝東路 5 段 236 巷 15 號,http://www.saihs.edu.tw/,25.040274,121.572333,(02)2722-6616#221,(02)2758-1747,0,0,0,0,2,1,0,0,
臺北市,市立松山高級工農職業學校（日間部）,323402,化工科,11060 臺北市信義區忠孝東路 5 段 236 巷 15 號,http://www.saihs.edu.tw/,25.040274,121.572333,(02)2722-6616#221,(02)2758-1747,0,0,0,0,2,1,1,0,
臺北市,私立金甌女子高級中學（日間部）,331302,普通科,10641 臺北市大安區杭州南路二段 1 號,http://www.cogsh.tp.edu.tw/,25.035009,121.524141,(02)2321-4765,(02)2391-1574,1,1,0,0,3,1,0,0,因簡章內標示不明，建議致電該校確認名額是開在臺北校區或永和校區。
臺北市,私立金甌女子高級中學（日間部）,331302,觀光事業科,10641 臺北市大安區杭州南路二段 1 號,http://www.cogsh.tp.edu.tw/,25.035009,121.524141,(02)2321-4765,(02)2391-1574,0,0,0,0,2,0,0,0,因簡章內標示不明，建議致電該校確認名額是開在臺北校區或永和校區。
臺北市,私立金甌女子高級中學（日間部）,331302,商業經營科,10641 臺北市大安區杭州南路二段 1 號,http://www.cogsh.tp.edu.tw/,25.035009,121.524141,(02)2321-4765,(02)2391-1574,0,0,0,0,2,1,0,0,因簡章內標示不明，建議致電該校確認名額是開在臺北校區或永和校區。
臺北市,私立金甌女子高級中學（日間部）,331302,多媒體設計科,10641 臺北市大安區杭州南路二段 1 號,http://www.cogsh.tp.edu.tw/,25.035009,121.524141,(02)2321-4765,(02)2391-1574,0,0,0,0,2,1,0,0,因簡章內標示不明，建議致電該校確認名額是開在臺北校區或永和校區。
臺北市,私立金甌女子高級中學（日間部）,331302,應用外語科（日文組）,10641 臺北市大安區杭州南路二段 1 號,http://www.cogsh.tp.edu.tw/,25.035009,121.524141,(02)2321-4765,(02)2391-1574,0,0,1,1,3,3,1,0,因簡章內標示不明，建議致電該校確認名額是開在臺北校區或永和校區。
臺北市,私立金甌女子高級中學（日間部）,331302,觀光事業科 ,23441 新北市永和區博愛街 36 號,http://www.cogsh.tp.edu.tw/,25.015929,121.519252,(02)2321-4765,(02)2391-1574,0,0,0,0,2,0,0,0,因簡章內標示不明，建議致電該校確認名額是開在臺北校區或永和校區。
臺北市,私立金甌女子高級中學（日間部）,331302,應用外語科（英文組）,23441 新北市永和區博愛街 36 號,http://www.cogsh.tp.edu.tw/,25.015929,121.519252,(02)2321-4765,(02)2391-1574,0,0,1,2,6,3,0,0,因簡章內標示不明，建議致電該校確認名額是開在臺北校區或永和校區。
臺北市,私立金甌女子高級中學（日間部）,331302,應用外語科（日文組）,23441 新北市永和區博愛街 36 號,http://www.cogsh.tp.edu.tw/,25.015929,121.519252,(02)2321-4765,(02)2391-1574,0,0,1,1,3,3,1,0,因簡章內標示不明，建議致電該校確認名額是開在臺北校區或永和校區。
臺北市,私立東方高級工商職業學校（日間部）,331402,時尚造型科,10681 臺北市大安區信義路四段 186 巷 8 號,http://www.tfvs.tp.edu.tw/,25.032519,121.551425,(02)2755-4616,(02)2325-3926,0,0,0,0,2,0,0,0,
臺北市,私立東方高級工商職業學校（日間部）,331402,餐飲管理科,10681 臺北市大安區信義路四段 186 巷 8 號,http://www.tfvs.tp.edu.tw/,25.032519,121.551425,(02)2755-4616,(02)2325-3926,0,0,0,0,4,1,0,0,
臺北市,私立東方高級工商職業學校（日間部）,331402,多媒體應用科,10681 臺北市大安區信義路四段 186 巷 8 號,http://www.tfvs.tp.edu.tw/,25.032519,121.551425,(02)2755-4616,(02)2325-3926,0,0,0,0,2,1,0,0,
臺北市,私立喬治高級工商職業學校（日間部）,331403,觀光事業科,11054 臺北市信義區基隆路二段 155 號,http://www.gvs.tp.edu.tw/,25.026966,121.554773,(02)2738-6515,(02)2737-0870,0,0,0,0,2,0,0,0,
臺北市,私立喬治高級工商職業學校（日間部）,331403,餐飲管理科,11054 臺北市信義區基隆路二段 155 號,http://www.gvs.tp.edu.tw/,25.026966,121.554773,(02)2738-6515,(02)2737-0870,0,0,0,0,2,1,0,0,
臺北市,私立喬治高級工商職業學校（日間部）,331403,時尚造型科,11054 臺北市信義區基隆路二段 155 號,http://www.gvs.tp.edu.tw/,25.026966,121.554773,(02)2738-6515,(02)2737-0870,0,0,0,0,2,1,0,0,
臺北市,私立喬治高級工商職業學校（日間部）,331403,流行服飾科,11054 臺北市信義區基隆路二段 155 號,http://www.gvs.tp.edu.tw/,25.026966,121.554773,(02)2738-6515,(02)2737-0870,0,0,0,0,1,0,0,0,
臺北市,私立喬治高級工商職業學校（日間部）,331403,照顧服務科,11054 臺北市信義區基隆路二段 155 號,http://www.gvs.tp.edu.tw/,25.026966,121.554773,(02)2738-6515,(02)2737-0870,0,0,0,0,1,0,0,0,
臺北市,市私立開平餐飲職業學校（日間部）,331404,餐飲管理科,10664 臺北市大安區復興南路二段 148 巷 24 號,http://www.kpvs.tp.edu.tw/,25.028874,121.542338,(02)2755-6939,(02)2754-1970,1,1,0,1,18,6,1,0,有意報名本校者，請先行參加本校理念說明會，以作為選擇的評估考量。 
臺北市,市立大安高級工業職業學校（日間部）,333401,綜合高中,10664 臺北市大安區復興南路二段 52 號,http://www.taivs.tp.edu.tw/,25.032337,121.543255,(02)2701-1630,(02)2325-0999,1,1,2,0,2,1,1,0,
臺北市,市立大安高級工業職業學校（日間部）,333401,圖文傳播科,10664 臺北市大安區復興南路二段 52 號,http://www.taivs.tp.edu.tw/,25.032337,121.543255,(02)2701-1630,(02)2325-0999,0,0,0,0,2,1,0,0,
臺北市,市立大安高級工業職業學校（日間部）,333401,資訊科,10664 臺北市大安區復興南路二段 52 號,http://www.taivs.tp.edu.tw/,25.032337,121.543255,(02)2701-1630,(02)2325-0999,0,0,0,0,1,1,0,0,
臺北市,市立大安高級工業職業學校（日間部）,333401,控制科,10664 臺北市大安區復興南路二段 52 號,http://www.taivs.tp.edu.tw/,25.032337,121.543255,(02)2701-1630,(02)2325-0999,0,0,0,1,2,1,0,0,
臺北市,市立大安高級工業職業學校（日間部）,333401,電子科,10664 臺北市大安區復興南路二段 52 號,http://www.taivs.tp.edu.tw/,25.032337,121.543255,(02)2701-1630,(02)2325-0999,0,0,0,0,2,1,0,0,
臺北市,市立大安高級工業職業學校（日間部）,333401,電機科,10664 臺北市大安區復興南路二段 52 號,http://www.taivs.tp.edu.tw/,25.032337,121.543255,(02)2701-1630,(02)2325-0999,0,0,0,1,1,2,0,0,
臺北市,市立大安高級工業職業學校（日間部）,333401,冷凍空調科,10664 臺北市大安區復興南路二段 52 號,http://www.taivs.tp.edu.tw/,25.032337,121.543255,(02)2701-1630,(02)2325-0999,0,0,0,0,3,1,0,0,
臺北市,市立大安高級工業職業學校（日間部）,333401,機械科,10664 臺北市大安區復興南路二段 52 號,http://www.taivs.tp.edu.tw/,25.032337,121.543255,(02)2701-1630,(02)2325-0999,0,0,0,0,4,0,0,0,
臺北市,市立大安高級工業職業學校（日間部）,333401,汽車科,10664 臺北市大安區復興南路二段 52 號,http://www.taivs.tp.edu.tw/,25.032337,121.543255,(02)2701-1630,(02)2325-0999,0,0,0,0,4,0,0,0,
臺北市,市立大安高級工業職業學校（日間部）,333401,製圖科,10664 臺北市大安區復興南路二段 52 號,http://www.taivs.tp.edu.tw/,25.032337,121.543255,(02)2701-1630,(02)2325-0999,0,0,0,1,2,2,0,0,
